maker,name,model_no,aliases,status,release_year,long_cm,short_cm,height_cm,area_m2,long_m,class,source_url,source_type,checked_date,flag
DOD,ソロソウルウォウウォウ,TT2-734,TT2-734-KH;TT2-734-TN,現行,,340,300,170,10.2,3.40,中型,https://www.dod.camp/product/tt2_734_kh/,公式,2026-09-24,
DOD,ヨンヨンベース,TT5-821,TT5-821-BK;TT5-821-BR;TT5-821-GY,現行,,420,370,210,15.5,4.20,中型,https://www.dod.camp/product/tt5_821_bk/,公式,2026-09-24,
DOD,ヨンヨンベースTC,TT5-962,TT5-962-KH;TT5-962-TN,現行,,420,370,210,15.5,4.20,中型,https://www.dod.camp/product/tt5_962_kh/,公式,2026-09-24,
DOD,スパイダーベース,TT8-785,,現行,,500,500,230,25.0,5.00,大型,https://www.dod.camp/product/tt8_785_gy/,公式,2026-09-24,
DOD,ベースアンドパッカーナ,TT8-814,,現行,,550,450,250,24.8,5.50,大型,https://www.dod.camp/product/tt8_814_br/,公式,2026-09-24,公式表記に複数の数値併記（原文 （約）W550（フロアは500） x D450 x H250cm）大きい方を採用
LOGOS,どんぐり PANELドーム 290-BC,10235,,現行,,290,290,220,8.4,2.90,中型,https://www.logos.ne.jp/products/info/10235,公式,2026-09-24,
LOGOS,グランベーシック PANELドゥーブル WXL-BC,10494,,現行,,683,390,210,26.6,6.83,超大型,https://www.logos.ne.jp/products/info/10494,公式,2026-09-24,
LOGOS,Tradcanvas デビルブロックルーム ST-BC（ドゥーブルXL用）,10513,,現行,,295,145,190,4.3,2.95,小型,https://www.logos.ne.jp/products/info/10513,公式,2026-09-24,
LOGOS,ツーリングテントセット,10830,,現行,,210,100,110,2.1,2.10,小型,https://www.logos.ne.jp/products/info/10830,公式,2026-09-24,範囲要確認:セット品。掲載サイズがどの構成要素のものか要確認
LOGOS,ティピーテント,10831,,現行,,250,220,,5.5,2.50,小型,https://www.logos.ne.jp/products/info/10831,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
LOGOS,プレミアム エーコン PANEL EVER DOME L,10922,,現行,,730,400,220,29.2,7.30,超大型,https://www.logos.ne.jp/products/info/10922,公式,2026-09-24,
LOGOS,プレミアム PANEL グレートドゥーブルG2・プラス XL-BD,10960,,現行,,680,350,220,23.8,6.80,超大型,https://www.logos.ne.jp/products/info/10960,公式,2026-09-24,
LOGOS,プレミアム デビルブロックルーム EX-BD（グレートドゥーブルG2・プラス XL-BD用）,10963,,現行,,220,155,180,3.4,2.20,小型,https://www.logos.ne.jp/products/info/10963,公式,2026-09-24,
LOGOS,Tradcanvas PANEL オーニングドゥーブルXL,10965,,現行,,660,330,210,21.8,6.60,超大型,https://www.logos.ne.jp/products/info/10965,公式,2026-09-24,
LOGOS,neos PANEL スクリーンドゥーブル L-BD,10966,,現行,,530,325,180,17.2,5.30,中型,https://www.logos.ne.jp/products/info/10966,公式,2026-09-24,
LOGOS,Tradcanvas オートエアーマジックドーム DUO（電動ポンプ内蔵）,11117,,現行,,290,230,110,6.7,2.90,小型,https://www.logos.ne.jp/products/info/11117,公式,2026-09-24,
LOGOS,Tradcanvas どんぐり PANELドーム 260-BE,11338,,現行,,260,260,180,6.8,2.60,小型,https://www.logos.ne.jp/products/info/11338,公式,2026-09-24,
LOGOS,neos エーコン リビングドーム M-BE,11341,,現行,,420,245,175,10.3,4.20,中型,https://www.logos.ne.jp/products/info/11341,公式,2026-09-24,
LOGOS,neos エーコン リビングドーム L-BE,11342,,現行,,510,310,197,15.8,5.10,中型,https://www.logos.ne.jp/products/info/11342,公式,2026-09-24,
LOGOS,Tradcanvas イージーセット キャビンテント XL-BE,11344,,現行,,335,280,170,9.4,3.35,中型,https://www.logos.ne.jp/products/info/11344,公式,2026-09-24,範囲要確認:セット品。掲載サイズがどの構成要素のものか要確認
LOGOS,SNOOPY KIDS テント,11446,,現行,,122,122,120,1.5,1.22,小型,https://www.logos.ne.jp/products/info/11446,公式,2026-09-24,
LOGOS,LLL プライベートシェルター210-BF,11500,,現行,,210,210,165,4.4,2.10,小型,https://www.logos.ne.jp/products/info/11500,公式,2026-09-24,
LOGOS,neos パーソナルシェルター-BF,11501,,現行,,120,120,190,1.4,1.20,小型,https://www.logos.ne.jp/products/info/11501,公式,2026-09-24,
LOGOS,neos ツーリングドゥーブル DUO -BF,11503,,現行,,365,220,140,8.0,3.65,中型,https://www.logos.ne.jp/products/info/11503,公式,2026-09-24,
LOGOS,【オンライン店限定】ツーリングドゥーブルDUO スターターセット,11522,,現行,,190,65,,1.2,1.90,小型,https://www.logos.ne.jp/products/info/11522,公式,2026-09-24,範囲要確認:セット品。掲載サイズがどの構成要素のものか要確認
LOGOS,neos コネクトベース・カージョイント-BF,11708,,現行,,265,190,185,5.0,2.65,小型,https://www.logos.ne.jp/products/info/11708,公式,2026-09-24,
LOGOS,neos コネクトベース・ヘキサドーム 600-BF,11710,,現行,,600,520,240,31.2,6.00,超大型,https://www.logos.ne.jp/products/info/11710,公式,2026-09-24,
LOGOS,neos プラトーワイドルーム L-BF,11711,,現行,,410,290,182,11.9,4.10,中型,https://www.logos.ne.jp/products/info/11711,公式,2026-09-24,
LOGOS,neos PANEL リビングドーム M-BF,11712,,現行,,495,235,175,11.6,4.95,中型,https://www.logos.ne.jp/products/info/11712,公式,2026-09-24,
LOGOS,Tradcanvas PANEL オーニングドゥーブル L-BF,11713,,現行,,560,290,190,16.2,5.60,中型,https://www.logos.ne.jp/products/info/11713,公式,2026-09-24,
LOGOS,Tradcanvas PANEL オーニングドゥーブル XL-BG,11828,,現行,,640,350,210,22.4,6.40,大型,https://www.logos.ne.jp/products/info/11828,公式,2026-09-24,
LOGOS,neos PANEL スクリーンドゥーブルXL-BG,11829,,現行,,580,290,190,16.8,5.80,中型,https://www.logos.ne.jp/products/info/11829,公式,2026-09-24,
LOGOS,neos コネクトベース ヘキサドーム 440-BG,11830,,現行,,440,400,230,17.6,4.40,中型,https://www.logos.ne.jp/products/info/11830,公式,2026-09-24,
LOGOS,neos コネクトベース リンクベッドルーム L-BG,11831,,現行,,300,210,155,6.3,3.00,小型,https://www.logos.ne.jp/products/info/11831,公式,2026-09-24,
LOGOS,エアーマジック Wクロスドーム M,11967,,現行,,280,220,135,6.2,2.80,小型,https://www.logos.ne.jp/products/info/11967,公式,2026-09-24,
LOGOS,エアーマジック PANELトンネルドーム XL,11968,,現行,,620,340,200,21.1,6.20,大型,https://www.logos.ne.jp/products/info/11968,公式,2026-09-24,
LOGOS,LOGOS ナバホ Tepee 400-BB,2045,,現行,,250,220,,5.5,2.50,小型,https://www.logos.ne.jp/products/info/2045,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
LOGOS,LOGOS ナバホ Tepee 300-BB,2046,,現行,,250,220,,5.5,2.50,小型,https://www.logos.ne.jp/products/info/2046,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
LOGOS,Black UV ポップフルシェルター-AI,3179,,現行,,235,113,90,2.7,2.35,小型,https://www.logos.ne.jp/products/info/3179,公式,2026-09-24,
LOGOS,グランベーシック エアーマジック リビングハウス WXL-AI,3876,,現行,,630,380,215,23.9,6.30,大型,https://www.logos.ne.jp/products/info/3876,公式,2026-09-24,
LOGOS,neos ミニバンリビング-BB,3892,,現行,,140,140,170,2.0,1.40,小型,https://www.logos.ne.jp/products/info/3892,公式,2026-09-24,
LOGOS,Tradcanvas ツーリングドゥーブル・DUO-BJ,4522,,現行,,385,220,140,8.5,3.85,中型,https://www.logos.ne.jp/products/info/4522,公式,2026-09-24,
LOGOS,ソーラーブロック ポップフルシェルター,4695,,現行,,235,113,90,2.7,2.35,小型,https://www.logos.ne.jp/products/info/4695,公式,2026-09-24,
LOGOS,Tradcanvas VポールTepee400-BB,5000,,現行,,445,440,230,19.6,4.45,大型,https://www.logos.ne.jp/products/info/5000,公式,2026-09-24,
LOGOS,Tradcanvas Tepeeリビング400-BB,5667,,現行,,465,400,235,18.6,4.65,中型,https://www.logos.ne.jp/products/info/5667,公式,2026-09-24,
モンベル,レラドーム4,1122530,Rera Dome 4,現行,,240,210,123,5.0,2.40,小型,https://www.montbell.com/jp/en/products/detail/1122530,公式,2026-09-24,
モンベル,クロノスドーム4,1122719,Chronos Dome 4,現行,,240,210,125,5.0,2.40,小型,https://www.montbell.com/jp/en/products/detail/1122719,公式,2026-09-24,
モンベル,ムーンライトスクリーン 4,1122741,Moonlight Shelter 4,現行,,320,320,214,10.2,3.20,中型,https://www.montbell.com/jp/en/products/detail/1122741,公式,2026-09-24,
モンベル,ムーンライトスクリーン 2,1122742,Moonlight Shelter 2,現行,,260,260,193,6.8,2.60,小型,https://www.montbell.com/jp/en/products/detail/1122742,公式,2026-09-24,
モンベル,プライバシー シェルター,1122758,Privacy Shelter,現行,,300,300,250,9.0,3.00,中型,https://www.montbell.com/jp/en/products/detail/1122758,公式,2026-09-24,
モンベル,カモワッチテンチョ,1322003,Camouflage Watch Tencho,現行,,260,150,120,3.9,2.60,小型,https://www.montbell.com/jp/en/products/detail/1322003,公式,2026-09-24,
Naturehike,新作Naturehike Cloud Boundary ワンタッチ タープテント Ti BLACK 2.2m 自由な接続 設営簡単 大型 通気性 ワンタッチテント 日よけ,,,現行,,240,240,180,5.8,2.40,小型,https://www.naturehike.co.jp/products/6927595711903,公式,2026-09-24,
Naturehike,Naturehike 軍幕 パップテント TC素材 インナーテント付き シェルターテント 煙突穴付き 4シーズン ソロ 一人用 タープ 多機,,,現行,,250,220,170,5.5,2.50,小型,https://www.naturehike.co.jp/products/6927595713334,公式,2026-09-24,
Naturehike,Naturehike ワンタッチ テント ピラミッドテント 2~4人用 広いスペース スカート付き 耐水圧2000㎜ 日焼けUPF50 +,,,現行,,425,280,215,11.9,4.25,中型,https://www.naturehike.co.jp/products/6927595761830,公式,2026-09-24,範囲要確認:公式が人数バリエーション別に複数の使用サイズを併記（425x280x215cm 重量（付属品付き）：約9.8Kg。「セット内容」：テント本体×1 フライシート× / 425x280x215cm 重量（付属品付き）：約9.8Kg。「セット内容」：テント本体×1 フライシート×）
Naturehike,新作Naturehike Village13 NEO ワンタッチテント プレミアム版+ベーシック版 煙突口対応可能前幕,,,現行,,250,220,,5.5,2.50,小型,https://www.naturehike.co.jp/products/6927595764411,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
Naturehike,Naturehike テントポール アルミポール タープポール 200cm 収納袋付き 太さ20mm 軽量 625g,,,現行,,250,220,,5.5,2.50,小型,https://www.naturehike.co.jp/products/6927595782538,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
Naturehike,【新作】 Naturehike Village13 Plusワンタッチテント Ti black 前幕付き ロッジ型 テント 13平方メートル 大型 ロッジ型,,,現行,,250,220,,5.5,2.50,小型,https://www.naturehike.co.jp/products/6927595793053,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
Naturehike,Naturehike StarRiver ULテント 超軽量 2人用 春夏 防水 防風 ハイキング つｋ二重層 キャノピーあり,,,現行,,245,220,,5.4,2.45,小型,https://www.naturehike.co.jp/products/6975641883074,公式,2026-09-24,
Naturehike,Naturehike The hills Solo テント 1LDK 1~2人用 4シーズン サンドベージュ 2.24KG 超軽量,,,現行,,268,237,,6.4,2.68,小型,https://www.naturehike.co.jp/products/6976023920530,二次,2026-09-24,寸法推定（公式の定員2名から算出。公式に使用時サイズの記載がないため）
Naturehike,Naturehike Angoワンタッチテント 3人用 防水 ロッジ型テント タープ シルバーコーティング 小屋 UPF50+ UVカット,,,現行,,210,190,140,4.0,2.10,小型,https://www.naturehike.co.jp/products/6976023922817,公式,2026-09-24,
Naturehike,Naturehike Campfire 八角 ワンポールテント 2~4人用 焚き火可 難燃 煙突穴付き スカート 軽量 2.1m 簡単設営,,,現行,,400,400,250,16.0,4.00,中型,https://www.naturehike.co.jp/products/6976023925610,公式,2026-09-24,
Naturehike,【新作】 Naturehike Village13 Plusワンタッチテント Ti black 前幕付き ロッジ型 テント 13平方メートル 大型 ロッジ型,,,現行,,250,220,,5.5,2.50,小型,https://www.naturehike.co.jp/products/6977465862990,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
Naturehike,新作Naturehike Ango ワンタッチテント アルミニウムポール 2～3人用 ‎UPF50+ パークテント キャンプ 設営簡単 uvカット,,,現行,,313,276,,8.6,3.13,中型,https://www.naturehike.co.jp/products/6977465865540,二次,2026-09-24,寸法推定（公式の定員3名から算出。公式に使用時サイズの記載がないため）
Naturehike,Naturehike Village13 ワンタッチ テント 3-6人用 UVカード 13㎡ 広いスペース 四季兼用 二重層 自立式 大型,CNH22ZP004,,現行,,475,270,183,12.8,4.75,中型,https://www.naturehike.co.jp/products/cnh22zp004,公式,2026-09-24,
Naturehike,Naturehike Dune 7.6 アップグレード版 ドームテント 2ルーム UPF50+ 煙突穴付き 自立式 二重層 設営簡単 前室,CNH22ZP028,,現行,,320,280,,9.0,3.20,中型,https://www.naturehike.co.jp/products/cnh22zp028-1,公式,2026-09-24,範囲要確認:公式が人数バリエーション別に複数の使用サイズを併記（320x280xH180cm。収納サイズ：66x26x35cm。アウトドア、ビーチ、登山、キャンプ、運動会な / 320x280xH180cm。収納サイズ：66x26x35cm。アウトドア、ビーチ、登山、キャンプ、運動会な）
Naturehike,Naturehike The hills テント 2～3人用 3.3KG 超軽量 1LDK 二重層通気 耐水圧2000mm UPF50+,,,現行,,230,145,,3.3,2.30,小型,https://www.naturehike.co.jp/products/cnk2300zp017,公式,2026-09-24,
Naturehike,【再入荷】Naturehike Village8.5 Air版 ワンタッチ テント 2-4人用 13㎡広いスペース ポンプ付き スカート付き,,,現行,,350,240,195,8.4,3.50,中型,https://www.naturehike.co.jp/products/cnk2300zp019,公式,2026-09-24,
Naturehike,ワンタッチ テント 2－6人 UPF12500+ 断熱100% Ti Black新型素材 拡張キャノピー キャンプ ロッジ型 設営簡単 uvカット 自立式 ２重層,,,現行,,540,260,190,14.0,5.40,中型,https://www.naturehike.co.jp/products/cnk2300zp021,公式,2026-09-24,
Naturehike,【新作】 Naturehike Village6.0 Plus ワンタッチテント Ti black 前幕付き ロッジ型 テント 大型,,,現行,,250,220,,5.5,2.50,小型,https://www.naturehike.co.jp/products/cnk2300zp021-1,二次,2026-09-24,寸法推定（公式に寸法・重量・定員の記載がなく、ソロ〜デュオ相当と判断）
Naturehike,Naturehike Cloud River テント 2人用 3人用 軽量 自立式 前室付き ダブルウォール アウトドア 防風 収納袋付き,,,現行,,230,210,115,4.8,2.30,小型,https://www.naturehike.co.jp/products/cnk2300zp024-1,公式,2026-09-24,範囲要確認:公式が人数バリエーション別に複数の使用サイズを併記（210×(45+140+45)×115cm 重量（付属品付き）：約2.5kg / 220×(55+180+55)×125cm 重量（付属品付き）：約3.1kg / 210×(45+140+45)×115cm重量（付属品付き）：約2.5kg\n3人用テント：収納サイズ：52 / 220×(55+180+55)×125cm重量（付属品付き）：約3.1kg\na\n細部ポイント\n\n\n）
Naturehike,【新色展開】Naturehike Campfire ワンポールテント 高さ2.1m パップテント 焚き火可 難燃 煙突穴付き スカート ソロ,,,現行,,215,189,,4.1,2.15,小型,https://www.naturehike.co.jp/products/cnk2300zp025,二次,2026-09-24,寸法推定（公式の定員1名から算出。公式に使用時サイズの記載がないため）
Naturehike,Naturehike Dune10.9 ドームテント 2～3人用 UPF50+ ツールーム 煙突穴付き 自立式 二重層 設営簡単 高さ200,,,現行,,420,260,200,10.9,4.20,中型,https://www.naturehike.co.jp/products/cnk2300zp029,公式,2026-09-24,
Naturehike,【新作商品】Naturehike Dune10.9 ドームテント 2～3人用 UPF50+ ツールーム 煙突穴付き 自立式 二重層 設営簡単 高さ200,,,現行,,443,278,206,12.3,4.43,中型,https://www.naturehike.co.jp/products/cnk2300zp029-1,公式,2026-09-24,
Naturehike,Naturehike Cloud up Base 超軽量テント 1/2/3人用 二重層 コンパクト 自立式 プロフェッショナルテント,,,現行,,313,276,,8.6,3.13,中型,https://www.naturehike.co.jp/products/cnk2450ws032,二次,2026-09-24,寸法推定（公式の定員3名から算出。公式に使用時サイズの記載がないため）
Naturehike,【新作】Naturehike Summiture UL テント 超軽量 ピラミッドテント 2人用 登山テント 山岳テント 軽量 キャンプテン,,,現行,,260,260,125,6.8,2.60,小型,https://www.naturehike.co.jp/products/cnk2550ws032,公式,2026-09-24,
Naturehike,新作Naturehike Cubby ポップアップテント ワンタッチ 3人/4人用 簡易テント パッとサッとテントキューブ シルバーコーティング,,,現行,,313,276,,8.6,3.13,中型,https://www.naturehike.co.jp/products/cubby-6977465860262,二次,2026-09-24,寸法推定（公式の定員3名から算出。公式に使用時サイズの記載がないため）
Naturehike,Naturehike ワンタッチタープテント UVカット 3m×3m×2.2m 設営簡単 大型 防水 2~6人,,,現行,,300,300,220,9.0,3.00,中型,https://www.naturehike.co.jp/products/naturehike-6927595754337-6927595754344,公式,2026-09-24,範囲要確認:公式が人数バリエーション別に複数の使用サイズを併記（300x300x220cm。収納サイズ：100x25x25cm。重量：7.2kg（タープだけ）、11.2kg / 300x300x220cm。収納サイズ：100x25x25cm。重量：7.2kg（タープだけ）、11.2kg）
Naturehike,Naturehike Cloud Up2 テント 超軽量 2人用 20D 210T 二重層 耐水圧4000mm カップル 旅行 コンパクト,,,現行,,268,237,,6.4,2.68,小型,https://www.naturehike.co.jp/products/nh17t001-t,二次,2026-09-24,寸法推定（公式の定員2名から算出。公式に使用時サイズの記載がないため）
Naturehike,Naturehike Tagar 超軽量テント 2人用 前室あり ソロテント 耐水圧4000mm防風防水 防災用 野外用 1人用,,,現行,,268,237,,6.4,2.68,小型,https://www.naturehike.co.jp/products/nh17t140-j,二次,2026-09-24,範囲要確認:公式が人数バリエーション別に複数の使用サイズを併記（一人用（90+55+55）*210*105cm / 二人用（125+55+55）*210*105cm / 一人用（90+55+55）*210*105cm\n / 二人用（125+55+55）*210*105cm\n）;寸法推定（公式の定員2名から算出。公式に使用時サイズの記載がないため）
Naturehike,Naturehike Cloud Up3 テント 超軽量 3人用 防水 防風 旅行 二重層 プロフェッショナルテント,,,現行,,300,180,110,5.4,3.00,小型,https://www.naturehike.co.jp/products/nh18t030-t,公式,2026-09-24,
Naturehike,Naturehike Village5.0 ワンタッチ テント 2~4人用 ロッジ型 スカート付き 前後出入り可能 カーサイドテント,NH21ZP009,,現行,,470,210,190,9.9,4.70,中型,https://www.naturehike.co.jp/products/nh21zp009,公式,2026-09-24,
Naturehike,新作Naturehike Air6.3 エアーテント アップグレード版 綿布テント 2-4人用 テント TC素材 4シーズン ファミリーキャ,NH20ZP009,,現行,,210,200,,4.2,2.10,小型,https://www.naturehike.co.jp/products/tent-nh20zp009,公式,2026-09-24,
Naturehike,Naturehike EXtend4.8 ロッジテント A型フレームテント 綿布テント 2~3人用 TC 通気性 二重層 出入り口 豪華 設,NH20ZP011,,現行,,235,210,145,4.9,2.35,小型,https://www.naturehike.co.jp/products/tent-nh20zp011,公式,2026-09-24,
Naturehike,Naturehike Campfire六角形 ワンポールテント ４人用 天井高240cm,NH20ZP013,,現行,,346,240,,8.3,3.46,小型,https://www.naturehike.co.jp/products/tent-nh20zp013,公式,2026-09-24,
Naturehike,Naturehike Campfire 八角形 ワンポールテント 5~8人用 高280cm 煙突穴付き 四季テント,NH20ZP014,,現行,,482,482,280,23.2,4.82,大型,https://www.naturehike.co.jp/products/tent-nh20zp014,公式,2026-09-24,
Naturehike,Naturehike Hammurabi テント ツールーム TC素材 煙突口付き 撥水加工 シェルター マルチ組み立て方テント 新型構造,NH22CH001,,現行,,576,250,170,14.4,5.76,中型,https://www.naturehike.co.jp/products/tent-nh22ch001,公式,2026-09-24,
ogawa,トリアングロ,2745,,廃番,,454,400,,18.2,4.54,中型,https://www.store-campal.co.jp/products/detail.php?product_id=101,二次,2026-09-24,寸法推定（公式の重量12.9kgから算出。公式に使用時サイズの記載がないため）
ogawa,カーサイドロッジ,2340,,現行,,487,430,,20.9,4.87,大型,https://www.store-campal.co.jp/products/detail.php?product_id=10221,二次,2026-09-24,寸法推定（公式の重量15.6kgから算出。公式に使用時サイズの記載がないため）
ogawa,ホズST,2022,,現行,,272,239,,6.5,2.72,小型,https://www.store-campal.co.jp/products/detail.php?product_id=10222,二次,2026-09-24,寸法推定（公式の重量3.34kgから算出。公式に使用時サイズの記載がないため）
ogawa,ヴィガスII,2653,,現行,,402,354,,14.2,4.02,中型,https://www.store-campal.co.jp/products/detail.php?product_id=10223,二次,2026-09-24,寸法推定（公式の重量9.36kgから算出。公式に使用時サイズの記載がないため）
ogawa,クーポラ,2679,,廃番,,492,433,,21.3,4.92,大型,https://www.store-campal.co.jp/products/detail.php?product_id=10224,二次,2026-09-24,寸法推定（公式の重量15.95kgから算出。公式に使用時サイズの記載がないため）
ogawa,タッソUL,2728,,現行,,184,162,,3.0,1.84,小型,https://www.store-campal.co.jp/products/detail.php?product_id=10225,二次,2026-09-24,寸法推定（公式の重量1.2kgから算出。公式に使用時サイズの記載がないため）
ogawa,アポロンS,2777,,廃番,,500,280,190,14.0,5.00,中型,https://www.store-campal.co.jp/products/detail.php?product_id=10226,二次,2026-09-24,アポロンS アポロンの小型版として推定・要確認
ogawa,グロッケ8T/C,2787,,現行,,433,382,,16.5,4.33,中型,https://www.store-campal.co.jp/products/detail.php?product_id=10227,二次,2026-09-24,寸法推定（公式の重量11.4kgから算出。公式に使用時サイズの記載がないため）
ogawa,ツインクレスタT/C,,,現行,,570,305,200,17.4,5.70,中型,https://www.store-campal.co.jp/products/detail.php?product_id=10229,二次,2026-09-24,ツインクレスタT/C＝ツインクレスタ同寸
ogawa,ティエララルゴ,2760,,廃番,,620,310,210,19.2,6.20,中型,https://www.store-campal.co.jp/products/detail.php?product_id=103,二次,2026-09-24,ティエララルゴ 本体サイズ 約620×310×210（二次情報で確認）
ogawa,ティエラリンド,2761,,廃番,,402,355,,14.3,4.02,中型,https://www.store-campal.co.jp/products/detail.php?product_id=104,二次,2026-09-24,寸法推定（公式の重量9.4kgから算出。公式に使用時サイズの記載がないため）
ogawa,アポロン,2022,,現行,,585,320,205,18.7,5.85,中型,https://www.store-campal.co.jp/products/detail.php?product_id=10546,二次,2026-09-24,アポロン 使用時サイズ 585×320×205（二次情報で確認）
ogawa,アポロンT/C,2022,,現行,,585,320,205,18.7,5.85,中型,https://www.store-campal.co.jp/products/detail.php?product_id=10547,二次,2026-09-24,アポロンT/C＝アポロン同寸
ogawa,アテリーザ,2783,,現行,,416,367,,15.3,4.16,中型,https://www.store-campal.co.jp/products/detail.php?product_id=111,二次,2026-09-24,寸法推定（公式の重量10.3kgから算出。公式に使用時サイズの記載がないため）
ogawa,グロッケ12T/C,2785,,廃番,,477,420,,20.0,4.77,大型,https://www.store-campal.co.jp/products/detail.php?product_id=112,二次,2026-09-24,寸法推定（公式の重量14.7kgから算出。公式に使用時サイズの記載がないため）
ogawa,グロッケ8,2786,,廃番,,389,343,,13.3,3.89,中型,https://www.store-campal.co.jp/products/detail.php?product_id=113,二次,2026-09-24,寸法推定（公式の重量8.6kgから算出。公式に使用時サイズの記載がないため）
ogawa,シャンティR,2659,,現行,,383,337,,12.9,3.83,中型,https://www.store-campal.co.jp/products/detail.php?product_id=11370,二次,2026-09-24,寸法推定（公式の重量8.24kgから算出。公式に使用時サイズの記載がないため）
ogawa,ピレウス,2746,,廃番,,510,449,,22.9,5.10,大型,https://www.store-campal.co.jp/products/detail.php?product_id=11371,二次,2026-09-24,寸法推定（公式の重量17.56kgから算出。公式に使用時サイズの記載がないため）
ogawa,オーナーロッジ タイプ78R,,,現行,,583,514,,30.0,5.83,超大型,https://www.store-campal.co.jp/products/detail.php?product_id=11372,二次,2026-09-24,寸法推定（公式の重量25.05kgから算出。公式に使用時サイズの記載がないため）
ogawa,グロッケ16 T/C,,,現行,,532,469,,25.0,5.32,大型,https://www.store-campal.co.jp/products/detail.php?product_id=11373,二次,2026-09-24,寸法推定（公式の重量19.6kgから算出。公式に使用時サイズの記載がないため）
ogawa,ツインクレスタS T/C,,,現行,,370,326,,12.1,3.70,中型,https://www.store-campal.co.jp/products/detail.php?product_id=11375,二次,2026-09-24,寸法推定（公式の重量7.56kgから算出。公式に使用時サイズの記載がないため）
ogawa,ピスタ5,,,現行,,378,334,,12.6,3.78,中型,https://www.store-campal.co.jp/products/detail.php?product_id=11380,二次,2026-09-24,寸法推定（公式の重量8kgから算出。公式に使用時サイズの記載がないため）
ogawa,ピスタ34,,,現行,,337,297,,10.0,3.37,中型,https://www.store-campal.co.jp/products/detail.php?product_id=11381,二次,2026-09-24,寸法推定（公式の重量5.9kgから算出。公式に使用時サイズの記載がないため）
ogawa,ピルツ15 T/C,2790,,現行,,430,430,310,18.5,4.30,中型,https://www.store-campal.co.jp/products/detail.php?product_id=114,二次,2026-09-24,ピルツ15TC 組立サイズ 幅430×高310（円錐・外接長方形）
ogawa,ファシル ブラック,,,現行,,463,408,,18.9,4.63,中型,https://www.store-campal.co.jp/products/detail.php?product_id=12439,二次,2026-09-24,寸法推定（公式の重量13.6kgから算出。公式に使用時サイズの記載がないため）
ogawa,アーデインDX-II ブラック,,,現行,,284,250,,7.1,2.84,小型,https://www.store-campal.co.jp/products/detail.php?product_id=12440,二次,2026-09-24,寸法推定（公式の重量3.76kgから算出。公式に使用時サイズの記載がないため）
ogawa,ミニオンR,,,現行,,551,486,,26.8,5.51,大型,https://www.store-campal.co.jp/products/detail.php?product_id=12482,二次,2026-09-24,寸法推定（公式の重量21.56kgから算出。公式に使用時サイズの記載がないため）
ogawa,グロッケ12 T/C-II,7568,,現行,,521,459,,23.9,5.21,大型,https://www.store-campal.co.jp/products/detail.php?product_id=12483,二次,2026-09-24,寸法推定（公式の重量18.55kgから算出。公式に使用時サイズの記載がないため）
ogawa,オーナーロッジタイプ78R T/C,,,現行,,629,555,,34.9,6.29,超大型,https://www.store-campal.co.jp/products/detail.php?product_id=12484,二次,2026-09-24,寸法推定（公式の重量30.56kgから算出。公式に使用時サイズの記載がないため）
ogawa,ソレスト,2024,,現行,,580,511,,29.6,5.80,超大型,https://www.store-campal.co.jp/products/detail.php?product_id=12485,二次,2026-09-24,寸法推定（公式の重量24.65kgから算出。公式に使用時サイズの記載がないため）
ogawa,ポルヴェーラR セット,2024,,廃番,,437,385,,16.8,4.37,中型,https://www.store-campal.co.jp/products/detail.php?product_id=12617,二次,2026-09-24,寸法推定（公式の重量11.69kgから算出。公式に使用時サイズの記載がないため）
ogawa,ステイシーST-II,1631,,廃番,,288,254,,7.3,2.88,小型,https://www.store-campal.co.jp/products/detail.php?product_id=13552,二次,2026-09-24,寸法推定（公式の重量3.9kgから算出。公式に使用時サイズの記載がないため）
ogawa,アステロイド,2025,,現行,,461,407,,18.8,4.61,中型,https://www.store-campal.co.jp/products/detail.php?product_id=13828,二次,2026-09-24,寸法推定（公式の重量13.5kgから算出。公式に使用時サイズの記載がないため）
ogawa,ロッジシェルターUL,,,現行,,525,463,,24.3,5.25,大型,https://www.store-campal.co.jp/products/detail.php?product_id=13829,二次,2026-09-24,寸法推定（公式の重量19kgから算出。公式に使用時サイズの記載がないため）
ogawa,オーナーロッジタイプ40R T/C,,,現行,,652,575,,37.5,6.52,超大型,https://www.store-campal.co.jp/products/detail.php?product_id=13837,二次,2026-09-24,寸法推定（公式の重量33.6kgから算出。公式に使用時サイズの記載がないため）
